"REF_DATE","GEO","DGUID","Labour force characteristics","North American Industry Classification System (NAICS)","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-05","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","1223.6","","","","1"
"2019-06","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","1239.5","","","","1"
"2019-07","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","1262.4","","","","1"
"2019-08","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","1269.9","","","","1"
"2019-09","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","1229.9","","","","1"
"2019-10","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","1232.7","","","","1"
"2019-11","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","1216.1","","","","1"
"2019-12","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","1232.2","","","","1"
"2020-01","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","1181.5","","","","1"
"2020-02","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","1171.5","","","","1"
"2020-03","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","896.8","","","","1"
"2020-04","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","599.3","","","","1"
"2020-05","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","650.0","","","","1"
"2020-06","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","867.4","","","","1"
"2020-07","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","1006.3","","","","1"
"2020-08","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","1051.8","","","","1"
"2020-09","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","1057.6","","","","1"
"2020-10","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","1008.3","","","","1"
"2020-11","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","964.9","","","","1"
"2020-12","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","910.0","","","","1"
"2021-01","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","818.7","","","","1"
"2021-02","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","887.1","","","","1"
"2021-03","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","917.9","","","","1"
"2021-04","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","851.1","","","","1"
"2021-05","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","874.1","","","","1"
"2021-06","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","970.4","","","","1"
"2021-07","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","1031.0","","","","1"
"2021-08","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","1104.0","","","","1"
"2021-09","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","1047.3","","","","1"
"2021-10","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","1020.0","","","","1"
"2021-11","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","1016.1","","","","1"
"2021-12","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","1015.2","","","","1"
"2022-01","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","870.6","","","","1"
"2022-02","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","976.5","","","","1"
"2022-03","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","1008.2","","","","1"
"2022-04","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","1026.8","","","","1"
"2022-05","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","1054.8","","","","1"
"2022-06","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","1071.0","","","","1"
"2022-07","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","1110.8","","","","1"
"2022-08","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","1108.9","","","","1"
"2022-09","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","1061.7","","","","1"
"2022-10","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","1072.8","","","","1"
"2022-11","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","1068.0","","","","1"
"2022-12","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","1076.1","","","","1"
"2023-01","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","1067.2","","","","1"
"2023-02","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","1075.7","","","","1"
"2023-03","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","1093.3","","","","1"
"2023-04","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","1109.0","","","","1"
"2023-05","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","1151.4","","","","1"
"2023-06","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","1158.1","","","","1"
"2023-07","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","1212.7","","","","1"
